subbasin,month,mean_delta,std_delta,p10_delta,p90_delta,n_gcm
GRAND WASH,10,5.547674903238183,1.3632855708560092,4.142230479870554,7.514453069233925,14
COCONINO PLATEAU,10,5.598926207654612,1.306089305248885,4.212777670376006,7.500960316659821,14
HUALAPAI VALLEY INA,10,5.521712286977676,1.3567119155586085,4.119637498916761,7.534184480329062,14
MEADVIEW,10,5.59244038847159,1.3830720427235372,4.166096189250034,7.597823428745108,14
DETRITAL VALLEY,10,5.529306031123463,1.3892198942458247,4.0997558843532795,7.544050917525021,14
LAKE MOHAVE,10,5.496334595119999,1.3822734666652443,4.080924778554329,7.538326843202715,14
PEACH SPRINGS,10,5.5312153435520495,1.3127774872722509,4.153222275250562,7.472690038725252,14
VERDE RIVER,10,5.435223843761153,1.2677966831420093,4.247314005555613,7.330171141510729,14
BIG SANDY,10,5.489079983411855,1.3033270684013696,4.20037645066351,7.477668113550043,14
SACRAMENTO VALLEY,10,5.451349783761583,1.343843347919831,4.094796892845331,7.501687376675727,14
JOSEPH CITY INA,10,5.526460348531728,1.2981742131501475,4.140698646927665,7.507838533822866,14
BILL WILLIAMS,10,5.42152734505335,1.3011970261878087,4.1821593077149855,7.437995777244442,14
PRESCOTT AMA,10,5.446525740356682,1.272630708461735,4.254026587098703,7.35492147733686,14
LAKE HAVASU,10,5.480822691679974,1.379850115528995,4.050052102765562,7.610080691100059,14
AGUA FRIA,10,5.373700279787594,1.2680262674699283,4.260613366676591,7.317448882381008,14
UPPER HASSAYAMPA,10,5.355074485364474,1.268276185446374,4.2499885821447485,7.320240685636266,14
TONTO CREEK,10,5.333345966962662,1.241479328514741,4.234080078070922,7.213329730411773,14
SALT RIVER,10,5.347714983022182,1.2241320041986432,4.245784679203774,7.220972380271179,14
PARKER,10,5.506453021605587,1.3856430985748003,4.082033881992366,7.699354765296293,14
BUTLER VALLEY,10,5.472269844475746,1.337288373039208,4.167204275435109,7.578401506987856,14
MCMULLEN VALLEY,10,5.416924981313442,1.3097231076940847,4.154666204734392,7.491574407118713,14
PHOENIX AMA,10,5.360207806342237,1.2894437856882948,4.152387631510782,7.461594829205582,14
RANEGRAS PLAIN,10,5.49079947213155,1.3555526169944332,4.1060795793900615,7.641867504266033,14
MORENCI,10,5.335563002041035,1.2071519603426804,4.2153745575649655,7.155493153816561,14
HARQUAHALA INA,10,5.375731498306062,1.3191255004922324,4.055009751845475,7.514406221263969,14
SAFFORD,10,5.276339145673407,1.1988951867544169,4.21469875284777,7.05439771763275,14
LOWER GILA,10,5.361784365046239,1.3044020827955276,4.050973343665619,7.54546594044104,14
BONITA CREEK,10,5.3521668180991275,1.2207804214764426,4.284024188244004,7.193945896628113,14
LOWER SAN PEDRO,10,5.25649374151987,1.2015496418908194,4.190074343374168,7.100891055262403,14
PINAL AMA,10,5.3530198257111445,1.2673221970392659,4.205307236129537,7.4395339251114025,14
DRIPPING SPRING WASH,10,5.284535135832854,1.219904885313192,4.206662960640303,7.158120457269859,14
GILA BEND,10,5.364018208627718,1.3101302385494795,4.0515521273195585,7.544100089413203,14
DONNELLY WASH,10,5.260677069801003,1.2222933959120135,4.168945303414486,7.201028377794243,14
DUNCAN VALLEY,10,5.298293093574708,1.2115751047826404,4.211959838224945,7.099855767359095,14
ARAVAIPA CANYON,10,5.264213312570759,1.188687902888963,4.20978499782003,7.057845946303752,14
YUMA,10,5.3010282073702495,1.3048268357658817,3.9634453326777197,7.46777601904543,14
TUCSON AMA,10,5.2254529541235195,1.2056105634059748,4.1451727949487225,7.168093472758796,14
WILLCOX AMA,10,5.178255041073343,1.1561553592013893,4.127146224500821,6.891808272626316,14
SAN SIMON WASH,10,5.218476664851823,1.2242446620895215,4.091676021778936,7.2759469460941055,14
UPPER SAN PEDRO,10,5.141192843848901,1.1462228303678617,4.095745993100939,6.880462372328205,14
WESTERN MEXICAN DRAINAGE,10,5.155101278602113,1.2185033294973397,3.9804353090108977,7.174085932074726,14
CIENEGA CREEK,10,5.14844511118614,1.1588520042057493,4.086030689785417,6.949607658577779,14
DOUGLAS AMA,10,5.085072341563643,1.129016887205565,4.089674201115888,6.769392697039323,14
SANTA CRUZ AMA,11,4.652691295535274,1.3227486566025357,3.233855527477951,6.138158651078476,14
SAN BERNARDINO VALLEY,11,4.550496985950252,1.3243364695286293,3.0873523594970993,6.080924983391563,14
SAN RAFAEL,11,4.558840023984967,1.3154715300409916,3.109815100232442,6.045241455940509,14
TIGER WASH,11,4.701593046423156,1.2766488234875972,3.290856010400806,6.2076466598925455,14
VIRGIN RIVER,11,4.666904390471621,1.2467164364353478,3.280771681163273,6.0978877657804205,14
SHIVWITS PLATEAU,11,4.704710273318602,1.245167307620269,3.3112043927936803,6.175991345349672,14
KANAB PLATEAU,11,4.72691263239754,1.2365698438203492,3.3405530691606855,6.183854152719506,14
LITTLE COLORADO RIVER PLATEAU,11,4.7403628448892166,1.2538983654992022,3.356614322836953,6.235970009127359,14
PARIA,11,4.628396086983323,1.1694328779849854,3.318370255080676,5.999705360304693,14
GRAND WASH,11,4.694391978789306,1.2578212649713114,3.288486726451208,6.125247988021267,14
COCONINO PLATEAU,11,4.745883329263293,1.2444558758418807,3.376266260575731,6.231617723376327,14
HUALAPAI VALLEY INA,11,4.644421297500087,1.2632569612890876,3.18860959376651,6.1152918456738075,14
MEADVIEW,11,4.700213455331317,1.2626961653149444,3.2431220218028245,6.133093107473613,14
DETRITAL VALLEY,11,4.552942889106563,1.1990404271345785,3.1832322365910035,5.920304529574051,14
LAKE MOHAVE,11,4.503866907143611,1.1791623834538785,3.164608122539808,5.835296961099626,14
PEACH SPRINGS,11,4.702799188330039,1.259203826875629,3.292812909249084,6.19053583711766,14
VERDE RIVER,11,4.723248300386982,1.2938044862649085,3.2852132119576605,6.248529621754327,14
BIG SANDY,11,4.725049737312998,1.2907858386902737,3.278948395026674,6.241877860025528,14
SACRAMENTO VALLEY,11,4.636175998272131,1.2645164728826401,3.188403359055099,6.103328354241665,14
JOSEPH CITY INA,11,4.6664187562935515,1.2215882222759158,3.341029968723551,6.1922294952587205,14
BILL WILLIAMS,11,4.70613595958389,1.2923196899743123,3.2619656504622196,6.209068639698412,14
PRESCOTT AMA,11,4.729784581260539,1.2943203434872175,3.287516837492594,6.260718738977228,14
LAKE HAVASU,11,4.561668450820879,1.2193805680186238,3.135178448580766,5.961448126791822,14
AGUA FRIA,11,4.714896617335375,1.3005289253434806,3.2831523376966594,6.262312709621152,14
UPPER HASSAYAMPA,11,4.720353163277556,1.3065761567180396,3.2702915365857628,6.251346186981976,14
TONTO CREEK,11,4.653112217596525,1.3017853816019953,3.1938388708083787,6.164506764104906,14
SALT RIVER,11,4.69641198956661,1.30936957813151,3.24955949957464,6.21193106680816,14
PARKER,11,4.574070991009253,1.2332089252253566,3.157168493331476,5.9807612692299275,14
BUTLER VALLEY,11,4.735704320555041,1.2976015429536927,3.2791042914574757,6.245643347598945,14
MCMULLEN VALLEY,11,4.673258873272063,1.2744389600165027,3.2589490280887397,6.172198191777598,14
PHOENIX AMA,11,4.710125117990083,1.3072798927315006,3.240586134712834,6.187387152941228,14
RANEGRAS PLAIN,11,4.653604951540878,1.2517149970831574,3.253550796708289,6.130718738533807,14
MORENCI,11,4.640036812990938,1.3003709576075926,3.2465662528556476,6.177639992805699,14
HARQUAHALA INA,11,4.62567242582105,1.2490748013530297,3.201410518996711,6.081726823149788,14
SAFFORD,11,4.628249482233033,1.317421749546128,3.239777725120805,6.157749333981402,14
LOWER GILA,11,4.613718965199786,1.2293860771152254,3.1789655099512757,6.018680024535286,14
BONITA CREEK,11,4.715223721013054,1.336969571803925,3.299036148027411,6.285389550740127,14
LOWER SAN PEDRO,11,4.654540742037779,1.3335667557278734,3.232327214174048,6.172035699053028,14
PINAL AMA,11,4.729078218868181,1.321999452016401,3.2613851862738086,6.229080910631509,14
DRIPPING SPRING WASH,11,4.676464385357039,1.3367485104934198,3.2260769695361766,6.221841605770134,14
GILA BEND,11,4.638597714821996,1.280100605362799,3.1405496935747346,6.090727004662052,14
DONNELLY WASH,11,4.674077652031943,1.3261785278150289,3.238028519017481,6.178928468282,14
DUNCAN VALLEY,11,4.63035972262315,1.32583384268949,3.253300012756128,6.187147224488814,14
ARAVAIPA CANYON,11,4.658258800521939,1.3309324190653022,3.2226052738499784,6.164390910808044,14
YUMA,11,4.518498357938233,1.1757408497284307,3.1977493147191645,5.823620276014191,14
TUCSON AMA,11,4.6998494872970955,1.341526596694488,3.260436665606577,6.2032817687210295,14
WILLCOX AMA,11,4.586856041635014,1.3160985015930289,3.1581105871681108,6.07066794111606,14
SAN SIMON WASH,11,4.62704608017769,1.2825874545473828,3.1305159801919644,6.086966109336137,14
UPPER SAN PEDRO,11,4.602624908506726,1.3192029300994152,3.1848394456684304,6.092049191138107,14
WESTERN MEXICAN DRAINAGE,11,4.547877100489542,1.2111701597856745,3.1159304494605333,5.933607346330313,14
CIENEGA CREEK,11,4.641907735056867,1.3324020809529544,3.21035677860349,6.145905657490733,14
DOUGLAS AMA,11,4.5632350489410785,1.3111655771330777,3.1430454896101785,6.0464486109515,14
SANTA CRUZ AMA,12,3.5114653991992406,1.2748598990009554,1.9497365138559706,5.372975085535937,14
SAN BERNARDINO VALLEY,12,3.5416259275455055,1.354345931327086,1.5198673224904875,5.340764043397209,14
SAN RAFAEL,12,3.4748015354693282,1.3019931261881772,1.691491317865792,5.348520806932097,14
TIGER WASH,12,3.547193091260774,1.1903545813779084,2.386876203742633,5.157153914614381,14
VIRGIN RIVER,12,3.7758188758893145,1.2019383111802526,2.649165832996777,5.226056961102361,14
SHIVWITS PLATEAU,12,3.8140794405979896,1.2165854105242957,2.5802618591876803,5.325243739628675,14
KANAB PLATEAU,12,3.9184713203471673,1.265877051057482,2.4734476441406046,5.465329355529852,14
LITTLE COLORADO RIVER PLATEAU,12,3.9853025448375985,1.3482224267472176,2.1648209473551123,5.716102568654175,14
PARIA,12,4.1011612009896945,1.2806624605171553,2.367062440282977,5.603242017010184,14
GRAND WASH,12,3.7321836030695548,1.1994038599645689,2.615184924563256,5.234233292169378,14
COCONINO PLATEAU,12,3.8924475693622353,1.294308314221652,2.3214476686841503,5.541876716846013,14
HUALAPAI VALLEY INA,12,3.5903998018422065,1.1780964934739269,2.4601419929801445,5.0936929686649375,14
MEADVIEW,12,3.65907291435663,1.1913214048402383,2.521684529092745,5.117317812185939,14
DETRITAL VALLEY,12,3.61239700347523,1.1375092111899392,2.5314455902601383,5.001102352035174,14
LAKE MOHAVE,12,3.588989652692279,1.1090368427440884,2.5703511941283685,4.987683146720025,14
PEACH SPRINGS,12,3.7003022869532347,1.2150205870157809,2.441288067126586,5.2950782172529784,14
VERDE RIVER,12,3.633547866015437,1.2466404830620006,2.3369378523881417,5.315103120762773,14
BIG SANDY,12,3.6377658474200927,1.2157112070228895,2.4097083142614,5.263884411003995,14
SACRAMENTO VALLEY,12,3.5562807965279792,1.1700196816194393,2.5002073447511273,5.108146647892987,14
JOSEPH CITY INA,12,3.842374386916019,1.3600831759424477,1.8368038030729927,5.615129267019951,14
BILL WILLIAMS,12,3.5723100719828254,1.1964655927737216,2.442141609318964,5.199133787759819,14
PRESCOTT AMA,12,3.612500594272553,1.2448693378728055,2.287822354359914,5.321273681899801,14
LAKE HAVASU,12,3.565144506208646,1.1393769233142215,2.5332255694344785,5.024326863925976,14
AGUA FRIA,12,3.564326478273052,1.2071917213345267,2.3343426808523113,5.19070119207636,14
UPPER HASSAYAMPA,12,3.5314507893520477,1.2045849258346704,2.350138293665582,5.200947780779097,14
TONTO CREEK,12,3.4854682618990234,1.2429070787824033,2.145112059261284,5.183134869479864,14
SALT RIVER,12,3.565644082132413,1.2966818344857955,2.0313772058226376,5.358717957283922,14
PARKER,12,3.5394240368325796,1.179311786653987,2.4127690042621457,5.0791678735914125,14
BUTLER VALLEY,12,3.5669954570151723,1.2173798047244841,2.4548872218418434,5.142021798783808,14
MCMULLEN VALLEY,12,3.527098075820516,1.198325302752596,2.3688730419541257,5.147798873361075,14
PHOENIX AMA,12,3.533729424677692,1.2155143699316098,2.332724182898523,5.235845423717398,14
RANEGRAS PLAIN,12,3.554009691664968,1.2029471814257873,2.3759780889801982,5.1079107200487055,14
MORENCI,12,3.571509231630135,1.3329903100078324,1.8175371369131106,5.388380593645622,14
HARQUAHALA INA,12,3.51919821790988,1.1943803180608152,2.3660891857049493,5.149299222152172,14
SAFFORD,12,3.5755034260549925,1.3211902251116894,1.6365873566884606,5.324542212395632,14
LOWER GILA,12,3.5124640537262084,1.2207008485130475,2.274351979119016,5.212019796362145,14
BONITA CREEK,12,3.6530840231661013,1.3448874560498563,1.8643750322987724,5.453868385318297,14
LOWER SAN PEDRO,12,3.515952971919858,1.288707088626263,1.8395924890241522,5.31310911670008,14
PINAL AMA,12,3.5290498364921037,1.2494479075763838,2.1378788443881462,5.3073260066873615,14
DRIPPING SPRING WASH,12,3.5567294860515313,1.266612940823621,1.9981456930194152,5.303863587659493,14
GILA BEND,12,3.468544694521381,1.2378251465269057,2.2031892064976217,5.180172847119587,14
DONNELLY WASH,12,3.5304874708386533,1.2486233311547215,2.092019107336996,5.281455544974119,14
DUNCAN VALLEY,12,3.596911216297061,1.3342604315614932,1.691437527009987,5.38906272118088,14
ARAVAIPA CANYON,12,3.5353017733984955,1.31730307599351,1.7686698250568147,5.356941400335952,14
YUMA,12,3.5207644024019493,1.1980139427489278,2.2571332515058886,5.158705006125959,14
TUCSON AMA,12,3.520817718235007,1.2732476168400664,2.025398086238566,5.3452595098971845,14
WILLCOX AMA,12,3.518243231918711,1.331785477787954,1.570477028349137,5.344856745559978,14
SAN SIMON WASH,12,3.465902181760011,1.2387219955286362,2.1392106465778675,5.238138692214511,14
UPPER SAN PEDRO,12,3.502346499989144,1.3190153322108245,1.6072969844848506,5.358939513061452,14
WESTERN MEXICAN DRAINAGE,12,3.469797861614583,1.2190447619320273,2.1877382351749883,5.165531861090624,14
CIENEGA CREEK,12,3.5172708875659398,1.3115092449479269,1.7501651517654127,5.409249556295405,14
DOUGLAS AMA,12,3.517348739364604,1.322196632090943,1.576082928781561,5.3567586747633245,14
